word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
betray,0.625,,0.516,,,0.594,0.602,,1.0,0.0
betrayal,0.561,,0.617,,,0.7340000000000001,,,1.0,0.0
betrayed,,,,,,0.848,,,,
betrothed,,0.531,,,0.485,,,0.555,0.0,1.0
beware,,0.633,,0.547,,,,,1.0,0.0
bewilder,,,,,,,0.742,,,
bewildered,,,,0.43799999999999994,,,0.7190000000000001,,1.0,0.0
bewilderment,,,,0.312,,,0.828,,0.0,0.0
bias,0.345,,,,,,,,1.0,0.0
bickering,0.578,,0.336,,,,,,1.0,0.0
bieber,,,,,,,,0.14800000000000002,,
biennial,,0.36700000000000005,,,,,,,0.0,0.0
bier,,,,0.42200000000000004,,0.5,,,1.0,0.0
bigday,,,,0.109,,,,,,
biggestfear,,,,0.797,,,,,,
bigot,0.603,,0.8590000000000001,0.42200000000000004,,,,,1.0,0.0
bigoted,0.53,,0.633,0.281,,0.574,,,1.0,0.0
bile,0.515,,0.742,,,,,,1.0,0.0
biopsy,,,,0.516,,,,,1.0,0.0
birch,0.135,,0.203,0.172,,,,,1.0,0.0
birth,,0.7340000000000001,,0.203,0.45299999999999996,,,0.5,0.0,1.0
birthday,,0.633,,,0.691,,0.49200000000000005,,0.0,1.0
birthplace,0.051,,,,,,,,1.0,0.0
bisa,,,,,,,,0.273,,
bitch,0.8029999999999999,,0.648,0.297,,0.406,,,1.0,0.0
bitterly,0.609,,0.547,,,0.625,,,1.0,0.0
bitterness,0.594,,0.5,,,0.578,,0.23399999999999999,1.0,0.0
bittersweet,,,,,,0.45299999999999996,,,,
bizarre,,,,,,,0.578,,1.0,0.0
black,,,,,,0.281,,,1.0,0.0
blackmail,0.55,,,0.612,,,,,1.0,0.0
blackness,,,,0.484,,0.375,,,1.0,0.0
blackout,,,,0.406,,,,,,
blame,0.484,,0.375,,,,,,1.0,0.0
blanket,,,,,,,,0.43,0.0,0.0
blasphemous,0.7120000000000001,,0.531,,,,,,1.0,0.0
blasphemy,0.5760000000000001,,,,,,,,1.0,0.0
blast,0.606,,,0.688,,,0.852,,1.0,0.0
blatant,0.42,,0.36700000000000005,,,,,,1.0,0.0
blaze,0.578,,,,,,,,1.0,0.0
bleak,,,,,,0.6559999999999999,,,1.0,0.0
bleeding,,,0.609,0.609,,0.6729999999999999,,,1.0,0.0
blemish,0.136,,0.531,0.266,,0.31,,,1.0,0.0
bless,,0.49200000000000005,,,0.561,,,0.633,0.0,1.0
blessed,,,,,0.833,,,,0.0,1.0
blessing,,0.578,,,0.8440000000000001,,,0.625,0.0,1.0
blessings,,0.539,,,0.75,,0.35200000000000004,0.609,0.0,1.0
blight,,,0.5,0.312,,0.591,,,1.0,0.0
blighted,,,0.523,,,0.6559999999999999,,,1.0,0.0
blindfold,,0.5,,0.266,,,0.609,,0.0,0.0
blindly,,,,,,0.344,,,1.0,0.0
blindness,,,,,,0.516,,,1.0,0.0
bliss,,,,,0.971,,,,0.0,1.0
blissful,,,,,0.879,,,,0.0,1.0
blister,,,0.594,,,,,,1.0,0.0
blitz,,,,,,,0.742,,0.0,0.0
blizzard,,,,0.6559999999999999,,,,,0.0,0.0
bloated,,,0.625,,,,,,1.0,0.0
blob,,,0.508,0.5,,,,,1.0,0.0
blockade,0.409,,,0.5820000000000001,,0.23399999999999999,,,1.0,0.0
blood,,,,0.525,,,,,0.0,0.0
bloodshed,0.8640000000000001,,0.7140000000000001,0.8590000000000001,,0.836,0.6559999999999999,,1.0,0.0
bloodthirsty,0.875,,0.852,0.922,,,,,1.0,0.0
bloody,0.7809999999999999,,0.555,0.7809999999999999,,0.8059999999999999,,,1.0,0.0
bloom,,0.617,,,0.5,,,0.531,0.0,1.0
blossom,,,,,0.53,,,,0.0,1.0
bluddy,0.562,,,,,,,,,
blue,,,,,,0.4,,,0.0,0.0
blues,,,,0.21899999999999997,,0.43799999999999994,,,1.0,0.0
blunder,,,0.336,,,0.21899999999999997,,,1.0,0.0
board,,0.23399999999999999,,,,,,,0.0,0.0
bodyguard,,,,,,,,0.695,0.0,1.0
bogus,0.273,,0.406,,,,,,1.0,0.0
boil,,,0.49200000000000005,,,,,,1.0,0.0
boisterous,0.307,0.555,,,0.667,,,,1.0,1.0
bomb,0.7659999999999999,,,0.935,,0.621,0.789,,1.0,0.0
bombard,0.6409999999999999,,,0.74,,,,,1.0,0.0
bombardment,0.606,,,0.8440000000000001,,,,,1.0,0.0
bombed,,,0.508,,,,,,1.0,0.0
bomber,,,,0.7340000000000001,,0.547,,,0.0,0.0
bombers,,,,0.797,,,,,,
bombing,,,,0.938,,,,,,
bonanza,,,,,0.812,,,,0.0,1.0
bondage,,,,0.547,,0.32799999999999996,,,1.0,0.0
bonding,,,,,0.469,,,,,
bonus,,0.609,,,0.547,,0.586,,0.0,1.0
boo,,,,,,0.094,,,1.0,0.0
books,,,,,0.136,,,,0.0,0.0
bookstore,,,,,0.125,,,,0.0,0.0
boomerang,,0.602,,,,,,0.359,0.0,0.0
boooo,,,,,,0.21899999999999997,,,,
boredom,,,,,,0.235,,,1.0,0.0
bothering,0.344,,,,,0.435,,,1.0,0.0
bottom,,,,,,0.223,,,1.0,0.0
bottomless,,,,0.359,,,,,0.0,0.0
bounce,,,,,,,,0.344,0.0,0.0
bountiful,,0.547,,,0.667,,,,0.0,1.0
bounty,,0.539,,,0.485,,,0.38299999999999995,0.0,1.0
bouquet,,,,,0.484,,,0.375,0.0,1.0
bout,0.5,,,,,,,,1.0,0.0
bouttime,,,,,0.212,,,,,
bovine,,,0.42200000000000004,,,,,,1.0,0.0
bowels,,,0.7190000000000001,,,,,,0.0,0.0
boxing,0.39399999999999996,,,,,,,,0.0,0.0
boy,,,0.11699999999999999,,,,,,1.0,0.0
boyfriend,,,,,0.48,,,,,
bran,,,0.125,,,,,,0.0,0.0
brat,0.35100000000000003,,,,,,,,0.0,0.0
brave,,,,,,,,0.602,,
brawl,0.861,,0.531,0.688,,,,,1.0,0.0
brazen,0.5,,,,,,,,1.0,0.0
break,,,,,0.156,,0.461,,0.0,0.0
breakdown,,,,0.469,,,,,1.0,0.0
breakfast,,,,,0.242,,,,0.0,1.0
breakingnews,,,,0.25,,,,,,
breakup,,,,,,0.609,,,1.0,0.0
breathless,,,,,,,0.7190000000000001,,,
breathtaking,,,,,0.728,,,,,
breeze,,,,,0.297,,,,0.0,0.0
breezy,,,,,0.21899999999999997,,,,0.0,0.0
bribery,,,0.5,,,,,,1.0,0.0
bridal,,0.6559999999999999,,,0.531,,,0.43,0.0,1.0
bride,,0.6409999999999999,,,0.47100000000000003,,,0.531,0.0,1.0
bridegroom,,0.6559999999999999,,,0.469,,,0.445,0.0,1.0
bridesmaid,,,,,0.33799999999999997,,,0.469,0.0,1.0
brigade,,,,0.547,,,,,1.0,0.0
brighten,,,,,0.7190000000000001,,0.43799999999999994,0.602,0.0,1.0
brightens,,,,,0.682,,,,,
brighter,,,,,0.625,,,,,
brilliant,,0.461,,,0.8590000000000001,,,0.609,0.0,1.0
brimstone,0.392,,,0.391,,,,,1.0,0.0
brisk,,,,,0.212,,,,0.0,0.0
bristol,,,,,,,,0.36700000000000005,,
broadside,,0.305,,,,,,,1.0,0.0
broil,0.516,,,,,,,,1.0,0.0
broke,,,,0.43799999999999994,,0.484,,,1.0,0.0
broken,0.359,,,0.531,,0.594,,,1.0,0.0
brokenheart,,,,,,0.792,,,,
brothel,,,0.609,,,,,,1.0,0.0
brother,,,,,,,,0.648,0.0,1.0
brotherhood,,,,,,,,0.82,0.0,1.0
brotherly,,0.336,,,0.516,,,0.633,0.0,1.0
brrr,0.32799999999999996,,,,,,,,,
bruh,,,,,,,,0.312,,
bruise,,0.289,,,,,,,1.0,0.0
brunt,0.5,,,,,,,,1.0,0.0
brutal,0.7190000000000001,,,0.828,,,,,1.0,0.0
brutality,0.9590000000000001,,,0.922,,,,,1.0,0.0
brute,0.581,,,0.5,,0.391,,,1.0,0.0
bubble,,,,,0.141,,,,0.0,0.0
buck,,,,0.23399999999999999,,,0.38299999999999995,,1.0,1.0
buddha,,,,,0.273,,,,,
buddhism,,,,,0.266,,,,,
buddhist,,,,,0.281,,,,,
buddy,,0.336,,,0.42700000000000005,,,0.555,0.0,1.0
budget,,,,,,,,0.406,0.0,0.0
buffering,0.27899999999999997,,,,,,,,,
buffet,0.028999999999999998,,,,,,,,1.0,0.0
bug,,,0.359,0.188,,,,,1.0,0.0
bugaboo,0.273,,,0.32799999999999996,,0.304,,,1.0,0.0
bugle,,0.312,,,,,,,0.0,0.0
bully,0.688,,,0.6559999999999999,,0.578,,,1.0,0.0
bum,,,0.42200000000000004,,,0.43799999999999994,,,1.0,0.0
bummed,,,,,,0.547,,,,
bummer,0.139,,0.14800000000000002,,,0.439,,,1.0,0.0
bunker,,,,0.375,,,,,0.0,0.0
burden,,,,,,,,0.23399999999999999,0.0,0.0
burdensome,,,,0.42200000000000004,,0.634,,,1.0,0.0
bureaucracy,,,,,,,,0.25,1.0,0.0
bureaucrat,,,0.266,,,,,,1.0,0.0
burglar,,,0.547,0.594,,,,,1.0,0.0
burial,0.304,,,0.703,,0.812,,,1.0,0.0
buried,,,,0.531,,0.703,,,1.0,0.0
burke,0.364,,0.312,0.359,,0.23399999999999999,,,1.0,0.0
burlesque,,,,,,,0.39799999999999996,,0.0,0.0
burnt,,,0.531,,,,,,1.0,0.0
bursary,,,,,,,,0.36700000000000005,0.0,0.0
bury,,,,,,0.7809999999999999,,,0.0,0.0
buss,,,,,0.136,,,,0.0,1.0
busted,0.455,,,0.516,,,,,1.0,0.0
butcher,0.578,,0.594,0.609,,,,,1.0,0.0
butler,,,,,,,,0.43799999999999994,0.0,1.0
buzz,,0.594,,0.23399999999999999,,,,,0.0,1.0
buzzing,,,,,0.281,,,,,
bye,,0.258,,,,,,,0.0,0.0
bylaw,,,,,,,,0.586,0.0,0.0
cabal,,,,0.43799999999999994,,,,,1.0,0.0
cabinet,,,,,,,,0.43799999999999994,0.0,1.0
cable,,,,,,,0.109,,0.0,0.0
cacophony,0.406,,0.32799999999999996,,,,,,1.0,0.0
cad,0.359,,0.36700000000000005,,,,,,1.0,0.0
cadaver,,,0.812,0.688,,0.853,0.38299999999999995,,1.0,0.0
cage,,,,,,0.391,,,1.0,0.0
calamity,,,,,,0.7090000000000001,,,0.0,0.0
calculation,,0.5,,,,,,,0.0,0.0
calculator,,,,,,,,0.47700000000000004,0.0,1.0
calf,,,,,0.04,,,0.289,0.0,1.0
callous,0.545,,0.43,,,,,,1.0,0.0
calls,,0.414,,,,,,0.359,1.0,0.0
calm,,,,,0.39399999999999996,,,,0.0,1.0
calming,,,,,0.47,,,,,
calmness,,,,,0.42200000000000004,,,,0.0,0.0
camouflage,,,,,,,0.49200000000000005,,0.0,0.0
camouflaged,,,,,,,0.375,,0.0,0.0
campaigning,0.151,,,0.125,,,,,1.0,0.0
camping,,,,,0.221,,,,,
cancel,,,,,,0.23399999999999999,,,1.0,0.0
cancellation,,,,,,0.43799999999999994,,,0.0,0.0
cancer,0.5770000000000001,,0.7340000000000001,0.828,,0.875,,,1.0,0.0
candid,,0.42200000000000004,,,0.281,,0.281,0.531,0.0,1.0
candle,,,,,0.23399999999999999,,,,0.0,0.0
candlelight,,,,,0.424,,,,0.0,0.0
candles,,,,,0.25,,,,,
cane,0.25,,,0.21899999999999997,,,,,0.0,0.0
canker,0.32299999999999995,,0.758,,,,,,1.0,0.0
cannibal,,,0.898,0.74,,,,,1.0,0.0
cannibalism,,,0.953,,,,,,1.0,0.0
cannon,0.375,,,0.547,,,,,1.0,0.0
canons,,,,,,,,0.32799999999999996,0.0,0.0
cantbreathe,,,,0.6409999999999999,,,,,,
canthandleit,,,,0.484,,,,,,
cantstandit,0.529,,,,,,,,,
cantwin,0.409,,,,,,,,,
cap,,0.297,,,,,,0.32,0.0,0.0
capacity,,,,,,,,0.469,0.0,0.0
capslock,0.242,,,,,,,,,
captivate,,0.633,,,0.6559999999999999,,0.672,0.523,0.0,1.0
captive,,,,0.517,,0.5760000000000001,,,1.0,0.0
captivity,,,,,,0.594,,,1.0,0.0
captor,,,,0.531,,,,,1.0,0.0
carcass,,,0.795,0.672,,0.653,,,1.0,0.0
carcinoma,,,,0.703,,0.703,,,1.0,0.0
cardiomyopathy,,,,0.594,,0.42200000000000004,,,1.0,0.0
career,,0.45299999999999996,,,,,,,0.0,1.0
carefree,,,,,0.5,,,,,
careful,,,,,,,,0.578,0.0,1.0
carelessness,0.312,,0.42200000000000004,,,,,,1.0,0.0
caretaker,,,,,,,,0.625,0.0,1.0
caricature,,,,0.141,,,,,1.0,0.0
caries,,,0.445,,,,,,1.0,0.0
carl,,,,,,,,0.297,,
carnage,0.8140000000000001,,0.7809999999999999,0.7170000000000001,,0.833,0.688,,1.0,0.0
carnival,,,,,0.643,,,,,
carnivorous,,,,0.531,,,,,1.0,0.0
carol,,,,,0.32799999999999996,,,0.336,0.0,1.0
carols,,,,,0.424,,,,,
cartridge,,,,0.281,,,,,0.0,0.0
case,,,,0.094,,0.228,,,1.0,0.0
cash,0.039,0.469,,0.062,0.406,,,0.414,0.0,1.0
cashier,,,,,,,,0.469,0.0,0.0
casket,,,,0.594,,0.6559999999999999,,,1.0,0.0
castle,,,,,0.21899999999999997,,,,0.0,0.0
castrate,0.727,,,,,,,,,
casualty,0.594,,,0.7190000000000001,,0.828,,,1.0,0.0
cataract,,0.289,,0.25,,0.188,,,1.0,0.0
catastrophe,0.735,,0.594,0.953,,0.9109999999999999,0.836,,1.0,0.0
catch,,,,,,,0.32,,0.0,0.0
catechism,,,0.289,,,,,,0.0,0.0
cathedral,,,,,0.266,,,0.455,0.0,1.0
caution,0.145,0.516,,0.32799999999999996,,,,,1.0,0.0
cautionary,,,,0.359,,,,,0.0,0.0
cautious,,0.469,,0.281,,,,0.461,0.0,1.0
cautiously,,,,0.188,,,,,0.0,1.0
ceasefire,,,,0.156,,,,,,
celebrate,,,,,0.8440000000000001,,,,,
celebrated,,0.6409999999999999,,,0.8590000000000001,,,,0.0,1.0
celebrating,,0.672,,,0.97,,,,0.0,1.0
celebration,,0.6559999999999999,,,0.929,,0.539,0.523,0.0,1.0
celebrations,,,,,0.833,,,,,
celebratory,,,,,0.818,,,,,
celebrity,0.026000000000000002,0.516,0.188,,0.342,,0.344,0.273,1.0,1.0
celestial,,0.531,,,0.547,,,,0.0,1.0
cement,,0.203,,,,,,0.336,0.0,0.0
cemetery,,,,0.541,,0.7659999999999999,,,1.0,0.0
censor,0.424,,0.35200000000000004,0.149,,,,0.21100000000000002,1.0,0.0
center,,,,,,,,0.531,0.0,1.0
ceremony,,,,,0.455,,0.297,,0.0,1.0
certified,,,,,,,,0.695,,
certify,,,,,,,,0.625,0.0,0.0
cess,,,0.67,,,,,,1.0,0.0
chaff,0.312,,,0.172,,,,,1.0,0.0
chagrin,,,0.258,,,0.547,,,1.0,0.0
chai,,,,,0.156,,,,,
chairman,,,,,,,,0.49200000000000005,0.0,1.0
chairwoman,,,,,,,,0.45299999999999996,0.0,1.0
challenge,0.364,,,0.281,,,,,1.0,0.0
challenges,,,,,,,,0.289,,
champion,,0.562,,,0.6409999999999999,,,0.6409999999999999,0.0,1.0
chance,,,,,,,0.516,,0.0,0.0
chancellor,,,,,,,,0.445,0.0,0.0
chandler,,,,,,,,0.391,0.0,0.0
change,,,,0.198,,,,,0.0,0.0
changeable,,0.547,,,,,0.43799999999999994,,0.0,0.0
chant,0.111,0.38299999999999995,,,0.203,,0.23399999999999999,,0.0,1.0
chaos,0.515,,,0.8390000000000001,,0.594,,,1.0,0.0
chaotic,0.5760000000000001,,,,,,,,1.0,0.0
chaplain,,,,,,,,0.523,0.0,0.0
chargeable,,,,0.312,,0.203,,,1.0,0.0
charitable,,0.43,,,0.5,,,0.711,0.0,1.0
charity,,,,,0.406,,,,0.0,1.0
charmed,,,,,0.546,,,,1.0,1.0
chart,,,,,,,,0.45299999999999996,0.0,0.0
chased,,,,0.516,,,,,,
chasm,,,,0.375,,,,,0.0,0.0
chastity,,0.32799999999999996,,,,,,0.539,0.0,1.0
cheat,0.63,,0.508,,,,,,1.0,0.0
checklist,,,,,,,,0.586,0.0,1.0
checkpoint,,,,0.172,,,,,,
cheer,,0.531,,,0.897,,0.539,0.547,0.0,1.0
cheered,,,,,0.773,,,,,
cheerful,,,,,0.9059999999999999,,0.391,,0.0,1.0
cheerfulness,,0.461,,,0.758,,,0.578,0.0,1.0
cheering,,,,,0.8590000000000001,,,,0.0,1.0
cheers,,,,,0.773,,,,,
cheery,,0.523,,,0.727,,,,0.0,1.0
chemist,,,,,,,,0.445,0.0,1.0
cherish,,0.47700000000000004,,,0.703,,0.21899999999999997,0.617,0.0,1.0
chicane,,0.406,,,,,0.47700000000000004,0.289,1.0,0.0
chicken,,,,0.23399999999999999,,,,,0.0,0.0
child,,0.523,,,0.466,,,,0.0,1.0
childhood,,,,,0.39399999999999996,,,,0.0,1.0
childloss,,,,,,0.812,,,,
chill,,,,,0.281,,,,0.0,0.0
chilled,,,,,0.25,,,,,
chilling,,,,,0.22699999999999998,,,,,
chilly,,,,,,0.203,,,1.0,0.0
chimera,,,,0.375,,,0.49200000000000005,,0.0,0.0
chirp,,,,,0.25,,,,0.0,1.0
chirping,,,,,0.32799999999999996,,,,,
chocolate,,0.516,,,0.484,,,0.445,0.0,1.0
choices,,,,,,,,0.539,,
choir,,,,,0.391,,,0.414,0.0,1.0
choke,0.7190000000000001,,,,,0.682,,,1.0,0.0
cholera,,,0.68,0.75,,0.583,,,1.0,0.0
choral,,,,,0.348,,,,0.0,1.0
chow,,,,,0.135,,,,,
christ,,,,,0.5,,,,,
christian,,,,,0.397,,,,,
christmas,,,,,0.609,,,,,
christmasbreak,,,,,0.727,,,,,
christmaseve,,,,,0.6559999999999999,,,,,
christmasspirit,,,,,0.7659999999999999,,,,,
christmassy,,,,,0.779,,,,,
christmastime,,,,,0.757,,,,,
chronic,,,,,,0.5,,,1.0,0.0
chronicle,,,,,,,,0.539,0.0,1.0
chubby,,,,,,,,0.273,,
chuckle,,0.391,,,0.706,,0.258,0.21899999999999997,0.0,1.0
church,,0.312,,,0.242,,,0.49200000000000005,0.0,1.0
circle,,,,,,,,0.43,0.0,0.0
circumstances,,,,,0.125,,,0.359,,
civilian,,,,0.062,,,,,0.0,0.0
civilians,,,,0.062,,,,,,
civilization,,,,,,,,0.609,0.0,1.0
civilized,,,,,0.16899999999999998,,,0.625,0.0,1.0
claimant,0.182,,0.18,,,,,,0.0,0.0
clamor,0.455,0.578,0.156,,,,0.68,,1.0,0.0
clan,,,,,,,,0.39799999999999996,0.0,0.0
clap,,0.43,,,0.25,,,0.344,0.0,1.0
clapping,,,,,,,,0.375,,
clarity,,,,,0.258,,,,0.0,0.0
clash,0.7829999999999999,,,,,,,,1.0,0.0
clashing,0.652,,,0.578,,,,,1.0,0.0
classical,,,,,0.106,,,,0.0,1.0
classics,,,,,0.318,,,,0.0,1.0
claustrophobia,,,,0.8029999999999999,,,,,,
claustrophobic,,,,0.765,,,,,,
claw,0.485,,,0.406,,,,,1.0,0.0
clean,,,,,0.26,,,0.484,0.0,1.0
clearance,,,,,,,,0.39799999999999996,0.0,1.0
cleave,,,,0.391,,,,,0.0,0.0
clerical,,,,,,,,0.32,0.0,1.0
cliff,,,,0.5,,,,,0.0,0.0
climax,,0.742,,,0.636,,0.805,0.39799999999999996,0.0,1.0
clinical,,,,0.312,,,,,,
cloak,,,,0.266,,,,,0.0,0.0
clock,,0.375,,,,,,,0.0,0.0
closeness,,,,,0.552,,,0.7190000000000001,0.0,1.0
closure,,0.35200000000000004,,,0.172,0.195,,,0.0,1.0
clouded,,,,,,0.312,,,1.0,0.0
cloudiness,,,,0.062,,,,,1.0,0.0
clouds,,,,,,0.125,,,,
cloudy,,,,,,0.23399999999999999,,,0.0,0.0
clown,,0.25,,0.125,0.409,,0.35200000000000004,,0.0,1.0
clowns,,,,0.207,,,,,,
clue,,0.47700000000000004,,,,,,,0.0,0.0
clumsy,,,0.133,,,,,,1.0,0.0
coach,,,,,,,,0.555,0.0,0.0
coalesce,,,,,,,,0.555,0.0,0.0
coax,,,,,,,,0.203,0.0,0.0
cobra,,,,0.703,,,,,0.0,0.0
cocaine,,,,,,0.218,,,1.0,0.0
cocoa,,,,,0.353,,,,0.0,0.0
coerce,0.379,,0.36700000000000005,0.484,,,,,1.0,0.0
coercion,0.515,,0.547,0.547,,0.43799999999999994,,,1.0,0.0
coexist,,,,,,,,0.6409999999999999,0.0,1.0
coexisting,,,,,,,,0.578,0.0,0.0
coffee,,,,,0.33299999999999996,,,,0.0,0.0
coffin,,,,0.684,,0.672,,,1.0,0.0
cogent,,,,,,,,0.414,0.0,1.0
cohesion,,,,,,,,0.562,0.0,0.0
cohesive,,,,,,,,0.672,0.0,1.0
coincidence,,,,,,,0.461,,0.0,0.0
cold,,,,,,0.188,,,1.0,0.0
coldness,0.47700000000000004,,0.266,0.375,,0.391,,,1.0,0.0
coldsweat,,,,0.43799999999999994,,,,,,
collaborator,,,,,,,,0.57,0.0,0.0
collapse,,,0.42200000000000004,0.703,,0.469,,,1.0,0.0
collateral,,,,,,,,0.36700000000000005,0.0,0.0
collectively,,,,,,,,0.586,0.0,1.0
collins,,,,,,,,0.391,,
collision,0.609,,,,,,,,1.0,0.0
collusion,0.43200000000000005,,0.555,0.312,,0.469,,,1.0,0.0
colonel,,,,,,,,0.484,0.0,1.0
coma,,,,0.6559999999999999,,0.5,,,1.0,0.0
comatose,,,,0.575,,0.562,,,1.0,0.0
combat,0.667,,,0.728,,,,,1.0,0.0
combatant,0.636,,,0.672,,,,,1.0,0.0
combative,0.8909999999999999,,,0.625,,,,,1.0,0.0
comfort,,0.406,,,0.515,,,0.609,0.0,1.0
comforting,,,,,0.636,,,,,
comfy,,,,,0.551,,,,,
coming,,0.633,,,,,,,0.0,0.0
commandant,,,,,,,,0.578,0.0,1.0
commanding,,,,,,,,0.547,0.0,1.0
commemorate,,0.5,,,0.45299999999999996,0.125,,,0.0,1.0
commemoration,,0.508,,,0.479,,,,0.0,1.0
commemorative,,0.461,,,,,,,0.0,1.0
commend,,,,,,,,0.617,0.0,1.0
commendable,,,,,0.519,,,0.68,0.0,1.0
commendation,,,,,,,,0.594,,
commerce,,,,,,,,0.461,0.0,0.0
commission,,,,,,,,0.469,0.0,0.0
committal,,,,,,0.312,,,1.0,0.0
committed,,,,,,,,0.805,0.0,1.0
committee,,,,,,,,0.516,0.0,0.0
commodore,,,,,,,,0.414,0.0,1.0
commonplace,,0.242,,,,,,0.45299999999999996,0.0,0.0
commonwealth,,,,,,,,0.523,0.0,1.0
commotion,0.424,,,,,,,,1.0,0.0
communicate,,,,,,,,0.664,0.0,1.0
communication,,,,,,,,0.625,0.0,0.0
communion,,,,,0.379,,,0.578,0.0,1.0
communism,0.531,,,0.547,,0.25,,,1.0,0.0
compact,,,,,,,,0.43,0.0,0.0
companion,,,,,0.406,,,0.75,0.0,1.0
compass,,,,,,,,0.57,0.0,0.0
compassion,,,,0.078,,,,0.759,0.0,1.0
compassionate,,,,,,,,0.695,0.0,1.0
compensate,,0.516,,,0.273,,0.266,0.562,0.0,1.0
competence,,,,,,,,0.75,0.0,1.0
competency,,,,,,,,0.648,0.0,1.0
competent,,,,,,,,0.688,0.0,1.0
competition,,0.523,,0.172,,,,,1.0,0.0
competitive,0.125,,,,,,,,0.0,0.0
complain,0.469,,,,,0.509,,,1.0,0.0
complaint,0.485,,,,,,,,1.0,0.0
complement,,0.45299999999999996,,,0.647,,0.258,0.57,0.0,1.0
complete,,,,,0.515,,,,,
completing,,0.578,,,0.406,,,,0.0,1.0
completion,,0.469,,,0.547,,,,0.0,1.0
compliance,,,,,,,,0.586,0.0,1.0
complicate,0.25,,,,,,,,1.0,0.0
compliment,,0.45299999999999996,,,0.831,,0.375,0.516,0.0,1.0
complimentary,,,,,,,,0.594,,
compost,,,0.35200000000000004,,,,,,1.0,0.0
composure,,,,0.172,,,,,0.0,1.0
compress,0.21899999999999997,,,,,,,,0.0,0.0
comptroller,,,,,,,,0.43799999999999994,0.0,0.0
compulsion,0.409,,,,,,,,1.0,0.0
comrade,,,,,,,,0.648,0.0,1.0
conceal,,,,,,0.311,,,1.0,0.0
concealed,,0.36700000000000005,,0.43799999999999994,,,0.531,,1.0,0.0
concealment,0.424,0.445,,0.391,,,,,1.0,0.0
concerned,,,,0.359,,0.184,,,0.0,0.0
conciliation,,,,,0.364,,,0.547,0.0,1.0
concord,,,,,,,,0.484,0.0,1.0
concordance,,,,,,,,0.562,0.0,1.0
concussion,0.377,,,,,0.545,,,1.0,0.0
condemn,0.825,,,,,,,,1.0,0.0
condemnation,0.672,0.391,0.547,0.637,,0.754,,,1.0,0.0
condescension,0.5760000000000001,,0.531,,,0.391,,,1.0,0.0
condolence,,,,,,0.7659999999999999,,,0.0,1.0
condolences,,,,,,0.594,,,,
confederate,,,,,,,,0.375,0.0,1.0
confess,,,,,,0.303,,0.484,1.0,1.0
confession,,0.406,,0.266,,0.281,0.45299999999999996,0.516,1.0,0.0
confessional,,,,0.225,,,,0.508,0.0,0.0
confide,,,,,,,,0.68,0.0,0.0
confidence,,0.445,,0.109,0.547,,,0.6409999999999999,0.0,1.0
confident,,,,0.094,0.531,,,0.727,0.0,1.0
confidential,,,,,,,,0.68,0.0,0.0
confidentially,,,,,,,,0.727,0.0,0.0
confine,0.547,,,0.562,,0.406,,,1.0,0.0
confined,0.5,,0.32,0.578,,0.531,,,1.0,0.0
confinement,0.531,,,0.507,,0.439,,,1.0,0.0
confirmation,,,,,,,,0.7340000000000001,0.0,0.0
confirmed,,,,,,,,0.68,0.0,1.0
confiscate,0.39399999999999996,,,,,0.45299999999999996,,,1.0,0.0
conflagration,0.561,,,0.609,,,,,1.0,0.0
conflict,0.578,,,0.6409999999999999,,0.469,,,1.0,0.0
conformity,,,,,,,,0.43799999999999994,0.0,0.0
confront,0.5820000000000001,,,,,,,,0.0,0.0
confusion,0.21899999999999997,,,0.281,,0.273,,,1.0,0.0
conglomerate,,,,,,,,0.414,0.0,0.0
congrats,,,,,0.773,,,,,
congratulatory,,,,,0.7190000000000001,,,,0.0,1.0
congregation,,,,,,,,0.562,0.0,1.0
congress,,,0.297,,,,,0.273,0.0,0.0
congressman,,,,,,,,0.297,0.0,0.0
congruence,,,,,,,,0.555,0.0,1.0
conjecture,,0.445,,,,,,,0.0,0.0
conjure,,0.484,,,,,0.555,,0.0,0.0
connective,,,,,,,,0.57,0.0,0.0
connoisseur,,,,,0.33299999999999996,,,0.523,0.0,1.0
conquer,,,,0.391,,,,0.273,0.0,0.0
conquest,0.36700000000000005,,,0.359,,,,,1.0,0.0
conscience,,,,,,,,0.633,0.0,1.0
conscientious,,,,,,,,0.6409999999999999,0.0,1.0
consecration,,0.35200000000000004,,,0.235,0.359,,0.461,0.0,1.0
consequent,,0.49200000000000005,,,,,,,0.0,0.0
conservation,,0.43799999999999994,,,,,,0.586,0.0,1.0
considerate,,,,,,,,0.609,0.0,1.0
consistency,,,,,,,,0.711,0.0,1.0
console,,,,,,0.531,,,0.0,1.0
consort,,,,,,,,0.414,0.0,0.0
conspiracy,,,,0.4,,,,,0.0,0.0
conspirator,0.545,0.42200000000000004,0.578,0.516,,,,,1.0,0.0
conspire,,,,0.312,,,,,1.0,0.0
constable,,,,,,,,0.508,0.0,0.0
constancy,,,,,,,,0.6559999999999999,0.0,1.0
constant,,,,,,,,0.555,0.0,1.0
constantly,,,,,,,,0.617,0.0,0.0
consternation,0.5920000000000001,,,0.359,,,,,1.0,0.0
constipation,,,0.703,,,,,,1.0,0.0
constitute,,,,,,,,0.49200000000000005,0.0,0.0
